zip,type,primary_city,acceptable_cities,unacceptable_cities,state,county,timezone,area_codes,latitude,longitude,world_region,country,decommissioned,estimated_population,notes
1770,STANDARD,Sherborn,,,MA,Middlesex County,America/New_York,508,42.23,-71.36,NA,US,0,3937,
1772,STANDARD,Southborough,,Southboro,MA,Worcester County,America/New_York,"508,978",42.3,-71.51,NA,US,0,8678,
1773,STANDARD,Lincoln,,Lincoln Center,MA,Middlesex County,America/New_York,"978,781",42.41,-71.3,NA,US,0,4870,
1775,STANDARD,Stow,,,MA,Middlesex County,America/New_York,978,42.43,-71.5,NA,US,0,6132,
1776,STANDARD,Sudbury,,"N Sudbury, North Sudbury",MA,Middlesex County,America/New_York,"508,978",42.36,-71.4,NA,US,0,16252,
1778,STANDARD,Wayland,,Cochituate,MA,Middlesex County,America/New_York,"508,978",42.36,-71.36,NA,US,0,12273,
1784,PO BOX,Woodville,,,MA,Middlesex County,America/New_York,,42.23,-71.55,NA,US,0,0,
1801,STANDARD,Woburn,,,MA,Middlesex County,America/New_York,"508,781,978,339,617",42.48,-71.15,NA,US,0,33608,
1803,STANDARD,Burlington,,,MA,Middlesex County,America/New_York,"617,781,508,978,339",42.5,-71.2,NA,US,0,22104,
1805,UNIQUE,Burlington,,Lahey Clinic Med Ctr,MA,Middlesex County,America/New_York,781,42.5,-71.2,NA,US,0,0,
1806,UNIQUE,Woburn,At&t,,MA,Middlesex County,America/New_York,339,42.47,-71.15,NA,US,1,0,Converted Decommisioned Zipcodes
1807,UNIQUE,Woburn,,National Grid,MA,Middlesex County,America/New_York,339,42.48,-71.15,NA,US,0,0,
1808,UNIQUE,Woburn,,At&t,MA,Middlesex County,America/New_York,339,42.5,-71.12,NA,US,1,0,Converted Decommisioned Zipcodes
1810,STANDARD,Andover,,,MA,Essex County,America/New_York,"978,617,781",42.65,-71.14,NA,US,0,30346,
1812,UNIQUE,Andover,,Internal Revenue Service,MA,Essex County,America/New_York,351,42.65,-71.14,NA,US,0,0,
1813,UNIQUE,Woburn,,Mellon Financial Services,MA,Middlesex County,America/New_York,339,42.48,-71.15,NA,US,0,0,
1815,UNIQUE,Woburn,,Bank Of America,MA,Middlesex County,America/New_York,339,42.48,-71.15,NA,US,0,0,
1821,STANDARD,Billerica,,,MA,Middlesex County,America/New_York,"617,978",42.55,-71.26,NA,US,0,26961,
1822,PO BOX,Billerica,,,MA,Middlesex County,America/New_York,351,42.55,-71.26,NA,US,0,0,
1824,STANDARD,Chelmsford,"Kates Corner, S Chelmsford",,MA,Middlesex County,America/New_York,978,42.59,-71.36,NA,US,0,23196,
1826,STANDARD,Dracut,,,MA,Middlesex County,America/New_York,"978,617",42.66,-71.3,NA,US,0,26388,
1827,STANDARD,Dunstable,,,MA,Middlesex County,America/New_York,"978,617",42.66,-71.48,NA,US,0,2850,
1830,STANDARD,Haverhill,,,MA,Essex County,America/New_York,978,42.78,-71.08,NA,US,0,19190,
1831,PO BOX,Haverhill,,,MA,Essex County,America/New_York,978,42.78,-71.08,NA,US,0,632,
1832,STANDARD,Haverhill,,,MA,Essex County,America/New_York,"978,508",42.78,-71.08,NA,US,0,17585,
1833,STANDARD,Georgetown,Haverhill,,MA,Essex County,America/New_York,978,42.73,-70.98,NA,US,0,7314,
1834,STANDARD,Groveland,,,MA,Essex County,America/New_York,978,42.75,-71.03,NA,US,0,5915,
1835,STANDARD,Haverhill,"Bradford, Ward Hill",,MA,Essex County,America/New_York,978,42.78,-71.08,NA,US,0,11875,
1840,STANDARD,Lawrence,,,MA,Essex County,America/New_York,978,42.7,-71.16,NA,US,0,3383,
1841,STANDARD,Lawrence,,,MA,Essex County,America/New_York,"978,508",42.7,-71.16,NA,US,0,33432,
1842,PO BOX,Lawrence,,,MA,Essex County,America/New_York,351,42.7,-71.16,NA,US,0,1174,
1843,STANDARD,Lawrence,,"S Lawrence, South Lawrence",MA,Essex County,America/New_York,"978,508",42.7,-71.16,NA,US,0,18352,
1844,STANDARD,Methuen,,,MA,Essex County,America/New_York,"781,978",42.71,-71.18,NA,US,0,40836,
1845,STANDARD,North Andover,,N Andover,MA,Essex County,America/New_York,978,42.7,-71.11,NA,US,0,24329,
1850,STANDARD,Lowell,,,MA,Middlesex County,America/New_York,978,42.63,-71.32,NA,US,0,11001,
1851,STANDARD,Lowell,,,MA,Middlesex County,America/New_York,"508,978,617",42.63,-71.32,NA,US,0,23694,
1852,STANDARD,Lowell,,,MA,Middlesex County,America/New_York,"508,978",42.63,-71.32,NA,US,0,23950,
1853,PO BOX,Lowell,,,MA,Middlesex County,America/New_York,351,42.63,-71.32,NA,US,0,1292,
1854,STANDARD,Lowell,,,MA,Middlesex County,America/New_York,978,42.63,-71.32,NA,US,0,17446,
1860,STANDARD,Merrimac,,,MA,Essex County,America/New_York,978,42.83,-71,NA,US,0,5611,
1862,STANDARD,North Billerica,N Billerica,Billerica,MA,Middlesex County,America/New_York,"978,617,508",42.57,-71.29,NA,US,0,8263,
1863,STANDARD,North Chelmsford,N Chelmsford,,MA,Middlesex County,America/New_York,"978,617",42.63,-71.39,NA,US,0,7753,
1864,STANDARD,North Reading,,N Reading,MA,Middlesex County,America/New_York,978,42.56,-71.06,NA,US,0,13411,
1865,PO BOX,Nutting Lake,,Nuttings Lake,MA,Middlesex County,America/New_York,,42.54,-71.25,NA,US,0,0,
1866,PO BOX,Pinehurst,,,MA,Middlesex County,America/New_York,,42.53,-71.23,NA,US,0,0,
1867,STANDARD,Reading,,,MA,Middlesex County,America/New_York,"781,617",42.53,-71.1,NA,US,0,21499,
1876,STANDARD,Tewksbury,,,MA,Middlesex County,America/New_York,"978,617",42.61,-71.23,NA,US,0,25645,
1879,STANDARD,Tyngsboro,,Tyngsborough,MA,Middlesex County,America/New_York,978,42.68,-71.41,NA,US,0,10293,
1880,STANDARD,Wakefield,,,MA,Middlesex County,America/New_York,"617,781,339",42.5,-71.06,NA,US,0,22162,
1885,PO BOX,West Boxford,,,MA,Essex County,America/New_York,,42.67,-71.03,NA,US,0,0,
1886,STANDARD,Westford,,"Forge Village, Nabnasset",MA,Middlesex County,America/New_York,"978,508",42.58,-71.43,NA,US,0,20376,
1887,STANDARD,Wilmington,,,MA,Middlesex County,America/New_York,"508,978,781,617",42.55,-71.16,NA,US,0,20129,
1888,PO BOX,Woburn,,,MA,Middlesex County,America/New_York,781,42.48,-71.15,NA,US,0,0,
1889,UNIQUE,North Reading,,"Massachusetts District, N Reading",MA,Middlesex County,America/New_York,351,42.56,-71.06,NA,US,0,0,
1890,STANDARD,Winchester,,,MA,Middlesex County,America/New_York,"781,978,617",42.45,-71.14,NA,US,0,19213,
1899,UNIQUE,Andover,,Bar Coded I R S,MA,Essex County,America/New_York,351,42.65,-71.14,NA,US,0,0,
1901,STANDARD,Lynn,,,MA,Essex County,America/New_York,781,42.47,-70.96,NA,US,0,1155,
1902,STANDARD,Lynn,,,MA,Essex County,America/New_York,"617,781,339",42.47,-70.96,NA,US,0,30268,
1903,PO BOX,Lynn,,,MA,Essex County,America/New_York,339,42.47,-70.96,NA,US,0,851,
1904,STANDARD,Lynn,East Lynn,,MA,Essex County,America/New_York,"781,978",42.47,-70.96,NA,US,0,15967,
1905,STANDARD,Lynn,West Lynn,,MA,Essex County,America/New_York,"781,617,339",42.47,-70.96,NA,US,0,18244,
1906,STANDARD,Saugus,,,MA,Essex County,America/New_York,"617,781,978,339",42.46,-71.01,NA,US,0,23413,
1907,STANDARD,Swampscott,,,MA,Essex County,America/New_York,"781,978",42.46,-70.89,NA,US,0,12470,
1908,STANDARD,Nahant,,,MA,Essex County,America/New_York,"781,617",42.42,-70.92,NA,US,0,3119,
1910,UNIQUE,Lynn,,General Elec Co,MA,Essex County,America/New_York,339,42.47,-70.96,NA,US,0,0,
1913,STANDARD,Amesbury,,,MA,Essex County,America/New_York,978,42.85,-70.92,NA,US,0,14037,
1915,STANDARD,Beverly,,Beverly Farms,MA,Essex County,America/New_York,"978,781,508",42.55,-70.84,NA,US,0,31324,
1921,STANDARD,Boxford,,,MA,Essex County,America/New_York,"508,978",42.67,-70.98,NA,US,0,7331,
1922,STANDARD,Byfield,Newbury,,MA,Essex County,America/New_York,"617,978",42.75,-70.93,NA,US,0,2848,
1923,STANDARD,Danvers,,,MA,Essex County,America/New_York,"978,617,351",42.57,-70.95,NA,US,0,23360,
1929,STANDARD,Essex,,,MA,Essex County,America/New_York,978,42.63,-70.77,NA,US,0,2928,
1930,STANDARD,Gloucester,,Magnolia,MA,Essex County,America/New_York,978,42.62,-70.66,NA,US,0,23856,
1931,PO BOX,Gloucester,,,MA,Essex County,America/New_York,351,42.62,-70.66,NA,US,0,442,
1936,PO BOX,Hamilton,,,MA,Essex County,America/New_York,978,42.61,-70.86,NA,US,0,0,
1937,PO BOX,Hathorne,,,MA,Essex County,America/New_York,978,42.57,-70.95,NA,US,0,0,
1938,STANDARD,Ipswich,,,MA,Essex County,America/New_York,978,42.67,-70.83,NA,US,0,11683,
1940,STANDARD,Lynnfield,,South Lynnfield,MA,Essex County,America/New_York,781,42.53,-71.04,NA,US,0,10993,
1944,STANDARD,Manchester,Manchester By The Sea,,MA,Essex County,America/New_York,"978,508",42.56,-70.76,NA,US,0,4620,
1945,STANDARD,Marblehead,,Mhead,MA,Essex County,America/New_York,"781,617",42.5,-70.85,NA,US,0,18127,
1949,STANDARD,Middleton,,,MA,Essex County,America/New_York,978,42.6,-71.01,NA,US,0,6965,
1950,STANDARD,Newburyport,,Plum Island,MA,Essex County,America/New_York,978,42.81,-70.88,NA,US,0,15198,
1951,STANDARD,Newbury,Newburyport,Plum Island,MA,Essex County,America/New_York,978,42.8,-71,NA,US,0,3207,
1952,STANDARD,Salisbury,"Salisbury Bch, Salisbury Beach",,MA,Essex County,America/New_York,978,42.83,-70.84,NA,US,0,6787,
1960,STANDARD,Peabody,,West Peabody,MA,Essex County,America/New_York,"978,508,617",42.53,-70.97,NA,US,0,43688,
1961,PO BOX,Peabody,,,MA,Essex County,America/New_York,508,42.53,-70.97,NA,US,0,0,
1965,PO BOX,Prides Crossing,Prides Crssng,,MA,Essex County,America/New_York,,42.56,-70.86,NA,US,0,0,
1966,STANDARD,Rockport,,Pigeon Cove,MA,Essex County,America/New_York,"978,508",42.64,-70.61,NA,US,0,6287,
1969,STANDARD,Rowley,,,MA,Essex County,America/New_York,978,42.71,-70.87,NA,US,0,5259,
1970,STANDARD,Salem,,,MA,Essex County,America/New_York,"978,781,617",42.51,-70.9,NA,US,0,32194,
1971,PO BOX,Salem,,,MA,Essex County,America/New_York,351,42.51,-70.89,NA,US,0,0,
1982,STANDARD,South Hamilton,S Hamilton,Hamilton,MA,Essex County,America/New_York,"508,617,978",42.62,-70.86,NA,US,0,6501,
1983,STANDARD,Topsfield,,,MA,Essex County,America/New_York,978,42.63,-70.95,NA,US,0,5449,
1984,STANDARD,Wenham,,,MA,Essex County,America/New_York,978,42.6,-70.88,NA,US,0,3350,
1985,STANDARD,West Newbury,,,MA,Essex County,America/New_York,978,42.8,-71,NA,US,0,3927,
2018,PO BOX,Accord,Hingham,Norwell,MA,Plymouth County,America/New_York,,42.17,-70.88,NA,US,0,0,
2019,STANDARD,Bellingham,,,MA,Norfolk County,America/New_York,"508,774",42.09,-71.47,NA,US,0,14707,
2020,PO BOX,Brant Rock,,Marshfield,MA,Plymouth County,America/New_York,,42.08,-70.64,NA,US,0,661,
2021,STANDARD,Canton,,,MA,Norfolk County,America/New_York,"781,617,339",42.15,-71.13,NA,US,0,18954,
2025,STANDARD,Cohasset,,,MA,Norfolk County,America/New_York,"781,617,339",42.23,-70.8,NA,US,0,6515,
2026,STANDARD,Dedham,,,MA,Norfolk County,America/New_York,"617,781",42.24,-71.17,NA,US,0,20528,
2027,PO BOX,Dedham,,,MA,Norfolk County,America/New_York,339,42.24,-71.17,NA,US,0,0,
2030,STANDARD,Dover,,,MA,Norfolk County,America/New_York,"508,781,774",42.24,-71.27,NA,US,0,5123,
2031,STANDARD,East Mansfield,"Mansfield, E Mansfield",,MA,Bristol County,America/New_York,508,42.02,-71.17,NA,US,1,0,Converted Decommisioned Zipcodes
2032,STANDARD,East Walpole,,"E Walpole, Walpole",MA,Norfolk County,America/New_York,"508,774,339,781",42.15,-71.21,NA,US,0,3705,
2035,STANDARD,Foxboro,Foxborough,,MA,Norfolk County,America/New_York,"508,781,774",42.06,-71.24,NA,US,0,14783,
2038,STANDARD,Franklin,,,MA,Norfolk County,America/New_York,"508,774",42.08,-71.38,NA,US,0,27220,
2040,PO BOX,Greenbush,Scituate,,MA,Plymouth County,America/New_York,,42.19,-70.76,NA,US,0,0,
2041,PO BOX,Green Harbor,,Marshfield,MA,Plymouth County,America/New_York,781,42.1,-70.71,NA,US,0,770,
2043,STANDARD,Hingham,,Accord,MA,Plymouth County,America/New_York,"617,781,339",42.23,-70.88,NA,US,0,19512,
2044,UNIQUE,Hingham,,Shared Firm Zip Code,MA,Plymouth County,America/New_York,339,42.23,-70.88,NA,US,0,0,
2045,STANDARD,Hull,,Nantasket Beach,MA,Plymouth County,America/New_York,781,42.3,-70.9,NA,US,0,8990,
2047,PO BOX,Humarock,,Marshfield,MA,Plymouth County,America/New_York,781,42.19,-70.76,NA,US,0,595,
2048,STANDARD,Mansfield,,,MA,Bristol County,America/New_York,"508,978,781,774",42.02,-71.21,NA,US,0,20294,
2050,STANDARD,Marshfield,,,MA,Plymouth County,America/New_York,"781,339",42.09,-70.7,NA,US,0,19432,
2051,PO BOX,Marshfield Hills,Marshfld Hls,Marshfield,MA,Plymouth County,America/New_York,,42.15,-70.73,NA,US,0,661,
2052,STANDARD,Medfield,,,MA,Norfolk County,America/New_York,"508,617,774",42.18,-71.3,NA,US,0,11150,
2053,STANDARD,Medway,,,MA,Norfolk County,America/New_York,"508,774",42.13,-71.4,NA,US,0,11358,
2054,STANDARD,Millis,,,MA,Norfolk County,America/New_York,"508,781,774",42.16,-71.35,NA,US,0,7110,
2055,PO BOX,Minot,Scituate,,MA,Plymouth County,America/New_York,,42.19,-70.76,NA,US,0,0,
2056,STANDARD,Norfolk,,,MA,Norfolk County,America/New_York,508,42.11,-71.31,NA,US,0,8410,
2059,PO BOX,North Marshfield,N Marshfield,Marshfield,MA,Plymouth County,America/New_York,,42.1,-70.71,NA,US,0,0,
2060,PO BOX,North Scituate,"N Scituate, Scituate",,MA,Plymouth County,America/New_York,,42.21,-70.76,NA,US,0,0,
2061,STANDARD,Norwell,,,MA,Plymouth County,America/New_York,"781,339",42.16,-70.78,NA,US,0,9372,
2062,STANDARD,Norwood,,,MA,Norfolk County,America/New_York,"617,781,508",42.18,-71.19,NA,US,0,24326,
2065,PO BOX,Ocean Bluff,Marshfield,,MA,Plymouth County,America/New_York,,42.1,-70.71,NA,US,0,388,
2066,STANDARD,Scituate,,"Scituate Center, Scituate Harbor",MA,Plymouth County,America/New_York,"617,781,339",42.18,-70.73,NA,US,0,14992,
2067,STANDARD,Sharon,,,MA,Norfolk County,America/New_York,"781,339",42.11,-71.18,NA,US,0,16154,
2070,PO BOX,Sheldonville,,Wrentham,MA,Norfolk County,America/New_York,,42.05,-71.35,NA,US,0,0,
2071,STANDARD,South Walpole,,"S Walpole, Walpole",MA,Norfolk County,America/New_York,"508,774",42.09,-71.27,NA,US,0,934,
2072,STANDARD,Stoughton,,,MA,Norfolk County,America/New_York,"508,781,617",42.11,-71.1,NA,US,0,23389,
2081,STANDARD,Walpole,,,MA,Norfolk County,America/New_York,"508,774,781",42.13,-71.24,NA,US,0,16471,
2090,STANDARD,Westwood,,Islington,MA,Norfolk County,America/New_York,"781,617,339",42.21,-71.21,NA,US,0,13095,
2093,STANDARD,Wrentham,,,MA,Norfolk County,America/New_York,"508,774",42.06,-71.33,NA,US,0,9499,
2108,STANDARD,Boston,,,MA,Suffolk County,America/New_York,"617,781,508,857",42.35,-71.06,NA,US,0,3312,
2109,STANDARD,Boston,,,MA,Suffolk County,America/New_York,617,42.35,-71.06,NA,US,0,4145,
2110,STANDARD,Boston,,,MA,Suffolk County,America/New_York,"617,857,508,774,781,000",42.35,-71.06,NA,US,0,4313,
2111,STANDARD,Boston,,,MA,Suffolk County,America/New_York,"617,781,978",42.35,-71.06,NA,US,0,4467,
2112,PO BOX,Boston,,,MA,Suffolk County,America/New_York,617,42.35,-71.06,NA,US,0,417,
2113,STANDARD,Boston,,,MA,Suffolk County,America/New_York,617,42.35,-71.06,NA,US,0,4799,
2114,STANDARD,Boston,,,MA,Suffolk County,America/New_York,"508,617,781,857",42.35,-71.06,NA,US,0,8116,
2115,STANDARD,Boston,,,MA,Suffolk County,America/New_York,"617,857",42.35,-71.06,NA,US,0,9923,
2116,STANDARD,Boston,,,MA,Suffolk County,America/New_York,"617,508,781,978",42.35,-71.06,NA,US,0,13687,
2117,PO BOX,Boston,,,MA,Suffolk County,America/New_York,617,42.35,-71.06,NA,US,0,396,
2118,STANDARD,Boston,Roxbury,,MA,Suffolk County,America/New_York,"617,781,857",42.35,-71.06,NA,US,0,16795,
2119,STANDARD,Roxbury,Boston,,MA,Suffolk County,America/New_York,"508,617,978",42.35,-71.06,NA,US,0,17302,
2120,STANDARD,Roxbury Crossing,"Boston, Mission Hill, Roxbury, Roxbury Xing",,MA,Suffolk County,America/New_York,"617,857",42.35,-71.06,NA,US,0,7048,
2121,STANDARD,Dorchester,"Boston, Grove Hall",,MA,Suffolk County,America/New_York,"617,781,857",42.35,-71.06,NA,US,0,16415,
2122,STANDARD,Dorchester,Boston,,MA,Suffolk County,America/New_York,"617,781",42.35,-71.06,NA,US,0,16592,
2123,PO BOX,Boston,,,MA,Suffolk County,America/New_York,617,42.35,-71.06,NA,US,0,359,
2124,STANDARD,Dorchester Center,"Boston, Dorchester, Dorchestr Ctr",,MA,Suffolk County,America/New_York,617,42.35,-71.06,NA,US,0,33570,
2125,STANDARD,Dorchester,"Boston, Uphams Corner",,MA,Suffolk County,America/New_York,"617,857",42.35,-71.06,NA,US,0,22994,
2126,STANDARD,Mattapan,Boston,Hyde Park,MA,Suffolk County,America/New_York,617,42.26,-71.1,NA,US,0,19266,
2127,STANDARD,Boston,South Boston,S Boston,MA,Suffolk County,America/New_York,"508,617,774,781,857",42.35,-71.06,NA,US,0,24051,
2128,STANDARD,Boston,East Boston,E Boston,MA,Suffolk County,America/New_York,"617,857",42.35,-71.06,NA,US,0,27419,
2129,STANDARD,Charlestown,Boston,,MA,Suffolk County,America/New_York,"617,781,857",42.38,-71.06,NA,US,0,13311,
2130,STANDARD,Jamaica Plain,Boston,,MA,Suffolk County,America/New_York,"617,857",42.3,-71.11,NA,US,0,27060,
2131,STANDARD,Roslindale,Boston,,MA,Suffolk County,America/New_York,617,42.28,-71.13,NA,US,0,23881,
2132,STANDARD,West Roxbury,Boston,W Roxbury,MA,Suffolk County,America/New_York,"617,781",42.28,-71.16,NA,US,0,21756,
2133,STANDARD,Boston,,,MA,Suffolk County,America/New_York,"617,508,781,857,978",42.35,-71.06,NA,US,0,0,
2134,STANDARD,Allston,Boston,,MA,Suffolk County,America/New_York,617,42.35,-71.13,NA,US,0,12051,
2135,STANDARD,Brighton,Boston,,MA,Suffolk County,America/New_York,"617,857",42.35,-71.15,NA,US,0,27370,
2136,STANDARD,Hyde Park,"Boston, Readville",,MA,Suffolk County,America/New_York,"617,857",42.26,-71.11,NA,US,0,23209,
2137,PO BOX,Readville,"Boston, Hyde Park",,MA,Suffolk County,America/New_York,,42.25,-71.12,NA,US,0,0,
2138,STANDARD,Cambridge,,,MA,Middlesex County,America/New_York,"617,978,857",42.37,-71.11,NA,US,0,21578,
2139,STANDARD,Cambridge,,"Cambridgeport, Inman Square",MA,Middlesex County,America/New_York,"617,781,978,857,339",42.37,-71.11,NA,US,0,25969,
2140,STANDARD,Cambridge,"N Cambridge, North Cambridge",Porter Square,MA,Middlesex County,America/New_York,"617,781,978",42.37,-71.11,NA,US,0,14277,
2141,STANDARD,Cambridge,"E Cambridge, East Cambridge",,MA,Middlesex County,America/New_York,"508,617,978,781,339",42.37,-71.11,NA,US,0,8418,
2142,STANDARD,Cambridge,,Kendall Square,MA,Middlesex County,America/New_York,"617,781,508,857,978",42.37,-71.11,NA,US,0,2011,
2143,STANDARD,Somerville,,"E Somerville, East Somerville",MA,Middlesex County,America/New_York,617,42.39,-71.1,NA,US,0,18622,
2144,STANDARD,Somerville,"W Somerville, West Somerville",,MA,Middlesex County,America/New_York,"617,781,857",42.39,-71.1,NA,US,0,18051,
2145,STANDARD,Somerville,Winter Hill,,MA,Middlesex County,America/New_York,"617,781,857",42.39,-71.1,NA,US,0,18704,
2148,STANDARD,Malden,,,MA,Middlesex County,America/New_York,"617,781,339,857",42.43,-71.05,NA,US,0,47104,
2149,STANDARD,Everett,,,MA,Middlesex County,America/New_York,"617,781,857",42.4,-71.05,NA,US,0,30367,
2150,STANDARD,Chelsea,,,MA,Suffolk County,America/New_York,"617,857",42.39,-71.03,NA,US,0,23718,
2151,STANDARD,Revere,,"Beachmont, Revere Beach",MA,Suffolk County,America/New_York,"781,978,339,617",42.41,-70.99,NA,US,0,38954,
2152,STANDARD,Winthrop,,,MA,Suffolk County,America/New_York,"617,978,857",42.37,-70.98,NA,US,0,14181,
2153,PO BOX,Medford,"Tufts Univ, Tufts University",,MA,Middlesex County,America/New_York,339,42.42,-71.1,NA,US,0,0,
2155,STANDARD,Medford,,"W Medford, West Medford",MA,Middlesex County,America/New_York,"617,781,978,339",42.42,-71.1,NA,US,0,44783,
2156,PO BOX,West Medford,,"Medford, W Medford",MA,Middlesex County,America/New_York,,42.42,-71.13,NA,US,0,0,
2163,STANDARD,Boston,Cambridge,Soldiers Field,MA,Suffolk County,America/New_York,"617,339,781,857,978",42.35,-71.06,NA,US,0,723,
2169,STANDARD,Quincy,,"Houghs Neck, Quincy Center, South Quincy, West Quincy",MA,Norfolk County,America/New_York,"508,617,781",42.26,-71,NA,US,0,43214,
2170,STANDARD,Quincy,Wollaston,,MA,Norfolk County,America/New_York,"617,857",42.26,-71,NA,US,0,16193,
2171,STANDARD,Quincy,"North Quincy, Squantum","Marina Bay, N Quincy, No Quincy, Norfolk Downs",MA,Norfolk County,America/New_York,"617,857",42.26,-71,NA,US,0,15503,
2176,STANDARD,Melrose,,,MA,Middlesex County,America/New_York,"978,781,339",42.45,-71.05,NA,US,0,23311,
2180,STANDARD,Stoneham,,,MA,Middlesex County,America/New_York,"781,617,978",42.47,-71.09,NA,US,0,19086,
2184,STANDARD,Braintree,,"Braintree Highlands, Braintree Hld, E Braintree, East Braintree",MA,Norfolk County,America/New_York,"508,617,781,339",42.2,-71,NA,US,0,30406,
2185,PO BOX,Braintree,,Braintree Phantom,MA,Norfolk County,America/New_York,781,42.2,-71,NA,US,0,0,
2186,STANDARD,Milton,,East Milton,MA,Norfolk County,America/New_York,617,42.24,-71.08,NA,US,0,22628,
2187,PO BOX,Milton Village,Milton Vlg,,MA,Norfolk County,America/New_York,,42.26,-71.08,NA,US,0,0,
2188,STANDARD,Weymouth,,Weymouth Lndg,MA,Norfolk County,America/New_York,"617,781,339",42.2,-70.94,NA,US,0,12116,
2189,STANDARD,East Weymouth,Weymouth,,MA,Norfolk County,America/New_York,781,42.2,-70.94,NA,US,0,11769,
2190,STANDARD,South Weymouth,"S Weymouth, Weymouth",Weymouth Nas,MA,Norfolk County,America/New_York,"617,781",42.2,-70.94,NA,US,0,13851,
2191,STANDARD,North Weymouth,"N Weymouth, Weymouth",,MA,Norfolk County,America/New_York,"617,781,339",42.2,-70.94,NA,US,0,7287,
2196,PO BOX,Boston,,,MA,Suffolk County,America/New_York,617,42.35,-71.06,NA,US,0,780,
2199,STANDARD,Boston,,,MA,Suffolk County,America/New_York,"617,339,781,857,978",42.35,-71.06,NA,US,0,1239,
2201,UNIQUE,Boston,,Boston City Hall,MA,Suffolk County,America/New_York,617,42.35,-71.06,NA,US,0,0,
2203,STANDARD,Boston,,,MA,Suffolk County,America/New_York,617,42.35,-71.06,NA,US,0,0,
2204,UNIQUE,Boston,,"Mass Tax, Massachusetts Tax",MA,Suffolk County,America/New_York,617,42.35,-71.06,NA,US,0,0,
2205,PO BOX,Boston,,,MA,Suffolk County,America/New_York,617,42.35,-71.06,NA,US,0,1513,
2206,UNIQUE,Boston,,State Street Corporation,MA,Suffolk County,America/New_York,617,42.35,-71.06,NA,US,0,0,
2207,UNIQUE,Boston,,Bell Atlantic Telephone Co,MA,Suffolk County,America/New_York,617,42.35,-71.05,NA,US,1,0,Converted Decommisioned Zipcodes
2210,STANDARD,Boston,,,MA,Suffolk County,America/New_York,617,42.35,-71.06,NA,US,0,1495,
2211,UNIQUE,Boston,,Bank Of America,MA,Suffolk County,America/New_York,617,42.35,-71.06,NA,US,0,0,
2212,UNIQUE,Boston,,Bank Of America,MA,Suffolk County,America/New_York,617,42.35,-71.06,NA,US,0,0,
2215,STANDARD,Boston,,"Boston University, Kenmore",MA,Suffolk County,America/New_York,617,42.35,-71.06,NA,US,0,7098,
2216,UNIQUE,Boston,,John Hancock P O Box 192,MA,Suffolk County,America/New_York,617,42.34,-71.07,NA,US,1,0,Converted Decommisioned Zipcodes
2217,UNIQUE,Boston,,John Hancock P O Box 505,MA,Suffolk County,America/New_York,617,42.35,-71.06,NA,US,0,0,
2222,STANDARD,Boston,,,MA,Suffolk County,America/New_York,"617,857",42.35,-71.06,NA,US,0,0,
2228,PO BOX,East Boston,Boston,,MA,Suffolk County,America/New_York,,42.35,-71.06,NA,US,0,0,"no NWS data, "
2238,PO BOX,Cambridge,"Harvard Sq, Harvard Square",,MA,Middlesex County,America/New_York,617,42.37,-71.11,NA,US,0,494,
2239,UNIQUE,Cambridge,Com/energy Services,,MA,Middlesex County,America/New_York,617,42.36,-71.1,NA,US,1,0,Converted Decommisioned Zipcodes
2241,UNIQUE,Boston,,"Bank Of America, Fleet Bank Boston",MA,Suffolk County,America/New_York,617,42.35,-71.06,NA,US,0,0,
2266,UNIQUE,Boston,,Boston Financial Data Servic,MA,Suffolk County,America/New_York,617,42.35,-71.06,NA,US,0,0,
2269,PO BOX,Quincy,,,MA,Norfolk County,America/New_York,617,42.26,-71,NA,US,0,426,
2283,STANDARD,Boston,,,MA,Suffolk County,America/New_York,"617,781,978",42.35,-71.06,NA,US,0,0,
2284,STANDARD,Boston,,,MA,Suffolk County,America/New_York,"508,617,781,857,978",42.35,-71.06,NA,US,0,0,
2293,UNIQUE,Boston,,Fidelity Service Company,MA,Suffolk County,America/New_York,617,42.35,-71.06,NA,US,0,0,
2295,UNIQUE,Boston,,John Hancock Mutual Ins,MA,Suffolk County,America/New_York,617,42.35,-71.06,NA,US,0,0,
2297,UNIQUE,Boston,,Cash Management,MA,Suffolk County,America/New_York,617,42.35,-71.06,NA,US,0,0,
2298,PO BOX,Boston,,,MA,Suffolk County,America/New_York,617,42.34,-71.05,NA,US,0,0,"no NWS data, "
2301,STANDARD,Brockton,,,MA,Plymouth County,America/New_York,"508,617,774",42.08,-71.02,NA,US,0,44024,
2302,STANDARD,Brockton,,,MA,Plymouth County,America/New_York,"508,617,774",42.08,-71.02,NA,US,0,25132,
2303,PO BOX,Brockton,,,MA,Plymouth County,America/New_York,508,42.08,-71.02,NA,US,0,1124,
2304,PO BOX,Brockton,,,MA,Plymouth County,America/New_York,508,42.08,-71.02,NA,US,0,0,
2305,PO BOX,Brockton,,,MA,Plymouth County,America/New_York,508,42.08,-71.02,NA,US,0,0,
2322,STANDARD,Avon,,,MA,Norfolk County,America/New_York,508,42.11,-71.03,NA,US,0,3831,
2324,STANDARD,Bridgewater,,,MA,Plymouth County,America/New_York,"508,774",41.98,-70.97,NA,US,0,19223,
2325,UNIQUE,Bridgewater,,Bridgewater State College,MA,Plymouth County,America/New_York,508,41.98,-70.97,NA,US,0,0,
